Inv Date,Inv Date (MMM-YYYY),Material Group Code,Material Group Desc,Material Code,Material Desc,Plant Code,Storage Location Code,Storage Location Desc,Payer Customer Group,Payer Customer Group 1,Payer Customer,Total COGS EA,Total COGS CTN,Total COGS Value,Sales Department Code,Inv - Net NV1,IsFestive,Status,Outlier
2022-01-03,Jan - 2022,179,MORGAN,110781876,MFS-29 NUTRISTEAM(BK) STEAMER 28L,MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),YU HENG ELECTRIC SDN BHD (103020509),6,6.0,1092.2,E6,1266.0,True,Active,False
2022-01-03,Jan - 2022,179,MORGAN,110781878,MIC-2520 INDUCTION COOKER/2000W,MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),YU HENG ELECTRIC SDN BHD (103020509),12,12.0,872.51,E6,1380.0,True,Active,False
2022-01-03,Jan - 2022,179,MORGAN,110795186,MEO-GLAMO 23B ELECTRIC OVEN 21L,MY01,2020,Century                                           ,INS. - OFFICE (I8), (),DKSH CG INTER-DEPARTMENT SALES (103027284),1,1.0,83.47,E6,119.0,True,Active,False
2022-01-03,Jan - 2022,179,MORGAN,110795186,MEO-GLAMO 23B ELECTRIC OVEN 21L,MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),JCMS PROREWARDS SDN BHD (103020456),5,5.0,417.37,E6,655.0,True,Active,False
2022-01-03,Jan - 2022,179,MORGAN,110810480,MFS-29 NUTRISTEAM(WH) STEAMER 28L,MY01,2020,Century                                           ,INS. - OFFICE (I8), (),DKSH CG INTER-DEPARTMENT SALES (103027284),1,1.0,152.13,E6,185.0,True,Active,False
2022-01-03,Jan - 2022,179,MORGAN,110812027,MAC-CX12 AIR COOLER 1150M3/HR 12L,MY01,2021,Century-Qrntine                                   ,REDEMPTION HOUSE (R1), (),TRI E MARKETING SDN BHD (103021507),1,1.0,141.4,E6,241.08,True,Active,False
2022-01-03,Jan - 2022,179,MORGAN,110818639,MWM-7 ZIRCON FULLY AUTO WASHER 7KG,MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),HENG WANG ELECTRICAL (M) (103028314),6,6.0,2555.04,E6,3270.0,True,Active,False
2022-01-03,Jan - 2022,179,MORGAN,110818752,MWM-13 AQUAMARINE FULLY AUTO WASHER 13KG,MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),BENTONG EVERUP SDN BHD (103020853),4,4.0,2556.5,E6,3800.0,True,Active,False
2022-01-03,Jan - 2022,179,MORGAN,110818752,MWM-13 AQUAMARINE FULLY AUTO WASHER 13KG,MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),RI-TECH AUDIO & ELECTRONICS SDN BHD (103030148),4,4.0,2556.5,E6,3800.0,True,Active,False
2022-01-03,Jan - 2022,179,MORGAN,110824186,MCF-G456L GLASS DOOR CHEST FREEZER 456L,MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),SELESA UTARA ENTERPRISE (103026297),5,5.0,5176.54,E6,7600.0,True,Active,False
2022-01-03,Jan - 2022,179,MORGAN,110825704,MCF-EVEREST15 CHEST FREEZER 150L,MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),YU HENG ELECTRIC SDN BHD (103020509),1,1.0,423.78,E6,665.0,True,Active,False
2022-01-03,Jan - 2022,179,MORGAN,110825705,MCF-EVEREST20 CHEST FREEZER 205L,MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),PRO CHL ELECTRICAL & IT SERVICES (103025972),-1,-1.0,-476.63,E6,-750.0,True,Active,False
2022-01-03,Jan - 2022,179,MORGAN,110825705,MCF-EVEREST20 CHEST FREEZER 205L,MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),YU HENG ELECTRIC SDN BHD (103020509),2,2.0,953.25,E6,1500.0,True,Active,False
2022-01-03,Jan - 2022,179,MORGAN,110834651,MSM-NC300HM STAND MIXER 300W,MY01,2021,Century-Qrntine                                   ,REDEMPTION HOUSE (R1), (),TRI E MARKETING SDN BHD (103021507),1,1.0,60.19,E6,102.9,True,Active,False
2022-01-03,Jan - 2022,179,MORGAN,110840122,MVF-CA12XS VENTILATING FAN (SILVER),MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),JH ECOMMERCE SDN BHD (103028155),42,42.0,1373.44,E6,2832.0,True,Active,False
2022-01-03,Jan - 2022,179,MORGAN,110856721,MVC-CHS120 CORDLESS 3 IN 1 STICK VACUUM,MY01,2020,Century                                           ,INS. - OFFICE (I8), (),DKSH CG INTER-DEPARTMENT SALES (103027284),1,1.0,142.82,E6,189.0,True,Active,False
2022-01-03,Jan - 2022,179,MORGAN,110856721,MVC-CHS120 CORDLESS 3 IN 1 STICK VACUUM,MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),JPS TRADING (103020418),20,20.0,2856.41,E6,4200.0,True,Active,False
2022-01-03,Jan - 2022,179,MORGAN,110857628,MAO-VORTEX PRO 22 AIR FRYER OVEN,MY01,2020,Century                                           ,INS. - OFFICE (I8), (),DKSH CG INTER-DEPARTMENT SALES (103027284),1,1.0,190.64,E6,289.0,True,Active,False
2022-01-03,Jan - 2022,179,MORGAN,110857640,MFQ-SC61M CIRCULATION FAN,MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),YU HENG ELECTRIC SDN BHD (103020509),4,4.0,427.02,E6,620.0,True,Active,False
2022-01-03,Jan - 2022,179,MORGAN,110859236,MUF-DC168 UPRIGHT FREEZER (DIRECT COOL),MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),ENG HOCK ENTERPRISE (103025106),5,5.0,3248.87,E6,4410.0,True,Active,False
2022-01-03,Jan - 2022,179,MORGAN,110862793,MSM-SC140NS SANDWICH MAKER (NON-STICK),MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),JPS TRADING (103020418),54,54.0,1576.83,E6,2322.0,True,Active,False
2022-01-03,Jan - 2022,179,MORGAN,110862793,MSM-SC140NS SANDWICH MAKER (NON-STICK),MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),YU HENG ELECTRIC SDN BHD (103020509),8,8.0,233.61,E6,360.0,True,Active,False
2022-01-03,Jan - 2022,179,MORGAN,110870734,MEO-GLAMO 100RC ELECTRIC OVEN 100L R/C,MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),BLT ELECTRONICS SDN BHD (103025245),-3,-3.0,-927.16,E6,-1296.0,True,Active,False
2022-01-03,Jan - 2022,179,MORGAN,110870734,MEO-GLAMO 100RC ELECTRIC OVEN 100L R/C,MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),ET ELECTRIC WORLD SDN BHD (103022159),2,2.0,618.1,E6,816.0,True,Active,False
2022-01-03,Jan - 2022,179,MORGAN,200103175,MORGAN GIFT LABM010 BLOOMING AMBERLINE1L,MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),MTT SOLUTIONS SDN BHD (103027510),1,1.0,0.0,E6,0.0,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110088497,MVC-TA161DW VACUUM CLEANER(DRY/WET/BLOW),MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),WENG HING & COMPANY (103025269),2,2.0,335.29,E6,380.0,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110363742,MAC-COOL3 AIR COOLER 1600CBM/10L,MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),SUNGAI SIPUT ENTERPRISE (103020580),2,2.0,556.46,E6,0.0,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110398315,MGS-7212S GAS STOVE (SS/120X120MM),MY01,2021,Century-Qrntine                                   ,HYPERMARKET (H6),LULU (L29),LULU GROUP RETAIL SDN BHD (103026520),39,39.0,2392.24,E6,3198.0,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110493881,MJK-1017L JUG KETTLE (1.7L),MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),WENG HING & COMPANY (103025269),2,1.0,64.24,E6,0.0,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110493883,MCS-488 CHILLER SHOWCASE 430L,MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),HLK (CHAIN-STORE) SDN BHD (103026749),1,0.5,1391.9,E6,1990.0,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110524756,MCC-2002 CERAMIC COOKER 2000W,MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),WENG HING & COMPANY (103025269),8,8.0,752.16,E6,1571.6,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110544774,MJK-8017LS JUG KETTLE S/STEEL (1.7L),MY01,2021,Century-Qrntine                                   ,SPECIALITY STORES TT (SG), (),CJ CENTURY LOGISTICS SDN BHD (103025533),8,4.0,331.2,E6,840.0,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110596791,"MVF-WA80 VENTILATING FAN 8""",MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),HLK (CHAIN-STORE) SDN BHD (103026749),3,3.0,90.45,E6,58.5,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110596792,"MVF-WA100 VENTILATING FAN 10""",MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),HLK (CHAIN-STORE) SDN BHD (103026749),3,3.0,99.25,E6,66.0,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110596796,"MVF-WA120 VENTILATING FAN 12""",MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),HLK (CHAIN-STORE) SDN BHD (103026749),3,3.0,118.16,E6,81.0,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110596804,MAC-COOL10A AIR COOLER 1650CFM/60L,MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),SUNGAI SIPUT ENTERPRISE (103020580),3,3.0,1530.62,E6,2632.5,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110609451,MEO-602RC ELECTRIC OVEN 60L ROTIS/CONVE,MY01,2020,Century                                           ,ELECTRICAL SHOP (E2), (),IMPERIUM PROPERTIES SDN BHD (103028894),1,1.0,223.8,E6,315.0,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110672529,MWF-NC168MS WALL FAN (MANUAL),MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),PERKHIDMATAN ELEKTRONIK YAU (103020394),18,18.0,1306.8,E6,2016.0,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110678809,MMC-3300A MULTI PURPOSE COOKER 3L,MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),HUA SHENG SDN BHD (103030006),14,14.0,860.65,E6,0.0,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110680930,MCF-3007L CHEST FREEZER (253L),MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),KCS RESOURCES CORPORATION(M) (103028729),3,3.0,1706.91,E6,2444.4,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110680930,MCF-3007L CHEST FREEZER (253L),MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),MODERN MISSION SDN BHD (103020313),2,2.0,1137.93,E6,1680.0,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110680931,MCF-3507L CHEST FREEZER (303L),MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),ESM MACHINERY (IPOH) SDN BHD (103029042),4,4.0,2488.08,E6,3728.0,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110680931,MCF-3507L CHEST FREEZER (303L),MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),KCS RESOURCES CORPORATION(M) (103028729),2,2.0,1244.04,E6,1852.7,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110680931,MCF-3507L CHEST FREEZER (303L),MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),U & ME  ELECTRICAL SDN BHD (103021142),5,5.0,3110.1,E6,4635.0,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110680932,MCF-4507L CHEST FREEZER (423L),MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),U & ME  ELECTRICAL SDN BHD (103021142),5,5.0,4456.06,E6,6500.0,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110680932,MCF-4507L CHEST FREEZER (423L),MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),YKS HOME SIGNATURE SDN BHD (103032211),2,2.0,1782.43,E6,2680.0,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110680933,MCF-5507L CHEST FREEZER (520L),MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),EVERBEST SUCCESS SOLUTIONS (103028330),5,5.0,5373.36,E6,8400.0,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110680933,MCF-5507L CHEST FREEZER (520L),MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),U & ME  ELECTRICAL SDN BHD (103021142),2,2.0,2149.34,E6,3260.0,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110681848,MSG-27MAXICARE STEAM GENERATOR,MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),HUA SHENG SDN BHD (103030006),2,2.0,395.11,E6,0.0,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110681848,MSG-27MAXICARE STEAM GENERATOR,MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),WING TV SDN BHD (103028321),4,4.0,790.21,E6,396.0,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110701411,MGS-8866G GAS STOVE (GLASS/130X130MM),MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),SUNGAI SIPUT ENTERPRISE (103020580),3,3.0,414.53,E6,696.0,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110703388,MAF-C607 AIR FRYER 2.8L,MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),SERAYA ELECTRICAL ENTERPRISE (103030348),10,10.0,1287.6,E6,1740.0,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110710677,MWM-1310SA SEMI AUTO WASHER 10KG,MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),HUA SHENG SDN BHD (103030006),10,10.0,3114.09,E6,4950.0,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110710677,MWM-1310SA SEMI AUTO WASHER 10KG,MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),KCS RESOURCES CORPORATION(M) (103028729),10,10.0,3114.1,E6,4801.5,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110710677,MWM-1310SA SEMI AUTO WASHER 10KG,MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),YU HENG ELECTRIC SDN BHD (103020509),2,2.0,622.82,E6,868.0,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110710678,MWM-1312SA SEMI AUTO WASHER 12KG,MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),HUA SHENG SDN BHD (103030006),11,11.0,3922.79,E6,6325.0,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110710678,MWM-1312SA SEMI AUTO WASHER 12KG,MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),KCS RESOURCES CORPORATION(M) (103028729),10,10.0,3566.16,E6,5577.5,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110724518,MCF-0958L CHEST FREEZER (80L),MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),LEHOME CENTRE SDN BHD (103025682),10,10.0,3470.18,E6,4540.0,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110724519,MCF-1178L CHEST FREEZER (100L),MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),KCS RESOURCES CORPORATION(M) (103028729),24,24.0,9419.09,E6,12222.0,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110730564,MRC-2310J JAR RICE COOKER 1.0L,MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),LEHOME CENTRE SDN BHD (103025682),5,5.0,237.31,E6,295.0,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110730564,MRC-2310J JAR RICE COOKER 1.0L,MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),YU HENG ELECTRIC SDN BHD (103020509),36,36.0,1708.6,E6,2628.0,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110730564,MRC-2310J JAR RICE COOKER 1.0L,MY01,2021,Century-Qrntine                                   ,HYPERMARKET (H6),LULU (L29),LULU GROUP RETAIL SDN BHD (103026520),50,50.0,2373.06,E6,3200.0,True,Active,False
2022-01-04,Jan - 2022,179,MORGAN,110730565,MRC-2318J JAR RICE COOKER 1.8L,MY01,2020,Century                                           ,SPECIALITY STORES TT (SG), (),SKY ELECTRIC SALES & SERVICE (103023470),0,0.0,0.0,E6,0.0,True,Active,False
